Index,Barcode,Name,Price,Stock,Transactions,Capacity,Percent,Status
96,5605489270170,Polo Mint 34g,324.32,693,-11,791,87.61,0
96,8709250684559,Patch Panel 12-port,1188.62,916,-30,958,95.62,1
97,8004817885838,Cough Syrup 100ml,250.48,512,49,996,51.41,1
97,5005762635724,Kiwi Juice 300ml,62.34,760,-45,999,76.08,1
97,3004657547519,Shaving Gel 200ml,105.81,296,-27,480,61.67,0
97,6904366637365,Washing Soda 1kg,134.98,163,29,205,79.51,0
97,6904373756196,Scented Candle Lavender,306.88,594,33,899,66.07,0
97,3001351660940,Pastry Brush,610.33,436,-7,512,85.16,1
98,4005858781824,Dosa Batter 1kg,295.14,287,-8,501,57.29,0
98,8008427921269,Face Toner Rose 100ml,43.98,406,-7,408,99.51,1
99,5604642059812,Garlic Rocker,82.56,180,3,329,54.71,1
99,3002792457762,Wart Remover Gel 5g,124.59,792,-49,919,86.18,1
100,3007119881046,Idli Rava 500g,66.21,214,-27,249,85.94,0
100,8008350178495,Boost 200g,102.56,154,38,213,72.30,0
100,6905560600636,Microwave Popcorn Butter 85g,46800.97,243,-47,304,79.93,0
100,5603982800825,Multi-Surface Cleaner 1L,428.68,609,-26,942,64.65,1
100,8704963089042,Baby Romper 6-12m,602.89,202,-3,218,92.66,1
100,5005908980312,Sports Bra High-Impact M,294.51,625,-30,998,62.63,1
101,8902561157273,Lamination Pouch A4 10pcs,420.99,250,1,301,83.06,0
101,8906942337407,Strawberry Jam 200g,67.06,250,-50,482,51.87,0
102,8009569492860,Resistance Band Set,560.51,356,45,427,83.37,0
102,4009063697864,Chole Masala 50g,218.31,109,-13,352,30.97,0
102,8904966681650,Ginger Honey Tea 20bags,1159.46,228,-1,413,55.21,0
102,8903919652181,Sheet Mask Anti-Aging,124.35,531,35,648,81.94,1
102,3005454558364,Corduroy Pants 32W,800.28,771,8,978,78.83,0
103,8903438114719,Nail Cutter,503.02,336,34,412,81.55,0
103,8906011841910,Antiseptic Solution 100ml,552.77,147,-18,225,65.33,0
103,5602791986423,Kasuri Methi 25g,257.51,185,-12,261,70.88,0
103,8703240944869,Soundbar 2.0,72.56,429,12,861,49.83,0
103,6905223311954,Bench Scraper Steel,702.19,560,-11,936,59.83,1
103,8902550589726,Tribulus 500mg 30caps,83.21,569,23,681,83.55,1
104,6902733576217,Aam Panna 750ml,522.58,187,0,314,59.55,0
104,4003210103857,Crepe Bandage 10cm,235.28,533,47,731,72.91,0
104,8003542096281,Celery Seeds 25g,355.35,816,0,835,97.72,0
104,5603134063993,Packing Tape 48mm,587.11,300,27,431,69.61,0
105,6907641815878,Mechanical Pencil 0.5mm,20.16,182,46,245,74.29,1
106,8905945747701,Flattened Rice 500g,254.51,408,26,535,76.26,1
106,5605768458565,Planner Weekly A5,211.38,307,24,645,47.60,1
107,8001087331072,Mortar Pestle Small,326.14,343,-17,400,85.75,1
107,5004500994222,Tahini 200g,784.48,332,-5,367,90.46,0
107,8003228934326,Til Chikki 100g,591.51,134,-43,371,36.12,0
107,5003088195649,Caramel Popcorn 100g,748.34,586,-28,878,66.74,0
107,5602590485028,Sushi Mat Bamboo,218.30,543,-48,611,88.87,0
107,5605549393375,Ankle Weights 1kg Pair,249.16,153,-40,792,19.32,0
108,8705179540143,Nimbu Pani Premix 200g,678.50,442,37,696,63.51,1
109,8702740922384,Gulab Jamun Mix 200g,137.13,156,28,463,33.69,1
109,6906469252247,Nail Polish Nude,615.17,913,-19,996,91.67,1
109,5005103408352,LED Desk Lamp USB,118.70,113,-28,222,50.90,1
109,8901979860744,Ring Binder A4 2-inch,636.32,167,-23,847,19.72,0
109,6904231866135,Squash Ball 3pcs,88.30,546,4,969,56.35,0
110,4003621939076,Pencil HB 12pcs,6.59,558,39,946,58.99,1
110,8904103148572,Face Mask N95 5pcs,262.16,483,-24,976,49.49,0
110,5001362039078,Fish Masala 50g,182.71,282,-21,290,97.24,0
110,3007530215222,Pumpkin Seeds 100g,589.70,545,-7,954,57.13,0
110,8001675566206,Rice Flour 500g,230.00,263,14,841,31.27,0
110,5605759750012,Hair Spray 250ml,326.49,112,-6,504,22.22,1
110,6909004185277,After-Sun Lotion 100ml,238.44,821,-35,986,83.27,1
110,8906227359629,Vacuum Bag Large 5pcs,432.82,344,8,507,67.85,1
111,8905249771440,Whole Wheat Atta 5kg,153.42,659,8,705,93.48,0
111,5001724932313,Shahi Paneer Masala 50g,937.11,103,-47,424,24.29,0
111,5002274227270,Silica Gel Packets 10pcs,210.67,159,18,518,30.69,1
111,8905875679608,Canvas Board A3,750.94,158,-50,322,49.07,1
112,8907010152847,Wall Charger 20W,117.18,255,35,398,64.07,1
112,4009827612515,Whisk Balloon,260.72,375,0,441,85.03,0
112,8905778749583,Nail Polish Remover 100ml,102.44,551,3,873,63.12,1
113,8909047593037,Pretzels 150g,311.26,342,47,512,66.80,1
113,8901598647009,Garbage Bags 30pcs,558.75,422,-39,611,69.07,1
113,4009711515717,Sambar Powder 100g,136.67,157,37,222,70.72,0
113,8004920907694,Motichoor Ladoo 200g,53.09,335,19,606,55.28,1
113,3004838853071,Ink Stamp Pad Red,38.91,274,11,522,52.49,0
114,8006890909777,Chia Seeds 100g,518.04,648,-50,884,73.30,1
114,8903464391115,Vitamin D3 1000IU 30caps,300.97,299,15,572,52.27,1
114,6906870959865,Scarf Woollen,42.62,468,16,914,51.20,1
114,8702135220682,Fondant Smoother,123.38,164,-4,231,71.00,1
114,5001130627322,Rain Boots Size 8,835.36,401,-47,782,51.28,0
115,5002143165245,Buttermilk 200ml,137.78,309,5,601,51.41,0
115,5602050491729,Parle-G 100g,404.07,837,10,977,85.67,1
115,8002653916280,Antifungal Powder 50g,599.26,232,39,702,33.05,1
116,6904647999342,Pav Bhaji Masala 50g,76.54,639,50,925,69.08,1
116,8709134910545,Badam Milk Powder 200g,29.92,232,23,918,25.27,0
116,8907439651280,Besan Ladoo 200g,131.39,575,16,913,62.98,0
116,4004689375707,Veggie Straws 100g,120.41,336,28,955,35.18,0
116,5603410140264,Lip Herpes Cream 2g,568.32,422,-30,475,88.84,1
117,6908152243723,Olive Oil 250ml,299.24,383,-25,716,53.49,1
117,4004217474902,Soy Milk 1L,72.65,359,-3,844,42.54,0
117,8002769344366,Wet Wipes 80pcs,260.27,343,28,443,77.43,1
117,8705141167101,Tomato Ketchup 500g,503.73,105,33,434,24.19,0
117,4004096361201,Measuring Jug 1L,416.71,433,41,808,53.59,0
118,6903181266033,Chakla Belan Set,329.92,305,45,581,52.50,0
118,8906753758415,Belt Leather 34,371.28,133,5,498,26.71,1
119,6908696629885,Mustard Oil 500ml,109.78,564,30,617,91.41,1
119,8904922074625,Brownie 100g,79.14,345,-18,656,52.59,1
119,4005538157055,Pulse Oximeter,346.89,194,-7,408,47.55,1
119,3001775381261,Washi Tape Set 10rolls,417.31,619,-18,953,64.95,0
120,8906367292787,Orange Juice 1L,112.03,205,12,775,26.45,0
120,5002542690638,Bandage Roll,206.71,249,49,593,41.99,1
121,8007639509340,Green Tea 100g,149.84,261,-37,386,67.62,0
121,8901600149880,Mixing Bowl Set 3pcs,212.50,724,10,919,78.78,0
121,8007214069207,Onion Powder 50g,581.40,197,29,370,53.24,1
121,8709103440301,Car Jump Starter,165.99,432,-43,602,71.76,0
122,8909840990552,Skipping Rope Steel,389.21,451,40,645,69.92,1
122,5602081540472,Chaat Masala 50g,112.88,290,-32,581,49.91,0
122,5007436511907,Assam CTC Tea 250g,138.33,535,-29,570,93.86,1
122,4007053609224,Spirulina Tablets 60tabs,4097.73,273,-15,316,86.39,1
123,6908382376956,Digestive Biscuits 200g,104.29,309,43,467,66.17,0
123,8002826437567,Cockroach Chalk,595.12,582,22,769,75.68,0
123,8007924275042,Creatine 200g,510.42,175,46,766,22.85,1
123,8909096036240,Moong Dal Namkeen 200g,246.43,104,49,743,14.00,0
123,8905127845430,Valerian Root 30caps,192.79,607,11,880,68.98,0
124,8905583076973,Hand Cream 30ml,188.21,267,-10,299,89.30,0
124,8709356098694,Milk Pot 1L,183.87,436,-44,546,79.85,1
124,5603647673672,Potassium 99mg 30tabs,384.44,212,-29,401,52.87,1
125,8007423166315,Hair Conditioner 175ml,454.84,259,18,312,83.01,0
125,8003681000958,MagSafe Charger,134.67,344,-15,661,52.04,0
125,8909867582129,Stockpot 6L,437.41,733,2,768,95.44,1
125,3006081582401,Passport Holder RFID,169.40,544,-25,560,97.14,1
125,5606454510550,Hockey Stick Composite,221.98,257,-40,378,67.99,0
126,8701548489846,Mutton Masala 50g,104.84,263,18,400,65.75,1
126,3008987491337,Baby Oil 100ml,195.95,221,-39,733,30.15,0
126,5006433441620,Corn Stripper,663.38,618,24,790,78.23,1
126,5005788622005,Collagen Peptide 200g,250.71,223,-22,239,93.31,0
127,6908977276630,Shorts M,340.61,329,36,596,55.20,1
127,5005386484951,Pizza Cutter Wheel,549.21,274,34,531,51.60,1
127,5002163964972,Mandoline Slicer,331.74,487,-33,727,66.99,0
127,6905005423851,Sit-Up Bar Doorway,152.32,543,-9,610,89.02,0
128,4007488998740,Cranberry Juice 500ml,165.97,122,-40,679,17.97,0
128,5607824618487,Nail Polish Red,381.77,332,-49,655,50.69,1
128,6905479257921,Shelf Liner Roll 5m,473.60,337,-23,757,44.52,1
128,4009953732040,Kids Hoodie 4yr,282.99,488,-37,687,71.03,0
129,6902007901592,Makeup Remover 100ml,87.41,160,35,652,24.54,0
129,8904101931749,Vest 3pack M,152.10,110,-20,202,54.46,1
129,8706920775562,Coconut Milk Shampoo 200ml,428.41,807,24,956,84.41,1
129,8005464823921,Clip Hanger 5pcs,158.47,343,20,830,41.33,0
130,4003610866338,Kadai 2L,550.19,222,-36,373,59.52,1
130,8001538281604,Shoe Rack 3-tier,853.72,189,16,454,41.63,0
130,8704463506667,Walking Cane Adjustable,502.72,162,-9,285,56.84,1
130,3003100665374,Calligraphy Pen Set,22.35,922,-4,954,96.65,1
131,5008826910737,Cricket Pads Batting,35.27,558,-46,622,89.71,0
132,6904799770233,Soya Chunks 200g,208.13,691,-32,758,91.16,0
132,6902096330426,Reading Light Clip-on,213.03,154,-13,284,54.23,1
132,8006200212238,Saline Nasal Spray 150ml,181.94,472,45,694,68.01,1
133,8003033650787,Tonic Water 300ml,141.67,637,-30,764,83.38,0
133,5007946562116,Non-stick Fry Pan 24cm,778.13,415,2,840,49.40,0
134,4006937500527,Bay Leaves 20g,275.76,541,-40,813,66.54,0
134,6902792756872,Shower Gel 250ml,354.08,141,-7,268,52.61,0
134,8009750058721,Saree Cotton,1402.82,205,-19,225,91.11,1
134,6908049874733,Mint Candy Roll 40g,169.88,220,-14,675,32.59,1
134,5003037815048,Reading Glasses +1.5,789.78,710,18,745,95.30,1
135,8904395916217,Cotton Pads 80pcs,147.42,373,5,441,84.58,0
135,5003899871770,Tomato Powder 50g,265.30,113,35,845,13.37,1
135,8703705332996,Intimate Wash 100ml,729.65,260,-39,885,29.38,0
135,4008289750360,Cake Server Spatula,228.11,308,-40,504,61.11,1
135,8908588177812,Business Card Holder,451.42,230,41,990,23.23,0
136,8905755675300,Turmeric Powder 100g,239.98,530,-40,836,63.40,0
136,6901249146297,Ladle Stainless,400.39,115,0,231,49.78,1
136,8005967274534,Pastel Set 24colours,42.52,661,-3,992,66.63,0
137,8903665069998,Palm Sugar 200g,174.88,486,-44,815,59.63,0
137,4007024536023,Medicated Plaster 10pcs,256.64,387,-8,675,57.33,0
137,5608152501496,Guava Nectar 500ml,707.78,406,2,565,71.86,1
137,5005766626902,Eye Wash Cup,302.48,736,21,769,95.71,1
138,8904034678872,Set Square Pair,579.26,417,-25,679,61.41,0
138,6907504263440,Index Cards 100pcs,261.90,321,21,683,47.00,1
138,8704274928849,WiFi Range Extender,594.40,351,-1,453,77.48,1
138,3002325357040,Cast Iron Skillet 25cm,298.63,524,5,582,90.03,0
139,8909457555465,Toor Dal 500g,65.52,132,-50,212,62.26,1
139,8905888243445,Pen Drive 64GB,22.84,285,-4,311,91.64,1
139,8005343176230,Methi Mathri 200g,256.44,156,16,636,24.53,0
139,3003703227078,Pizza Stone 30cm,226.14,252,28,738,34.15,0
139,4003461233839,Bubble Wrap Roll 1m,170.12,501,-42,715,70.07,1
140,6902025758994,Sharpener Dual,48.82,521,-11,977,53.33,1
140,8007529352841,Stainless Steel Cleaner 250ml,693.80,691,5,765,90.33,1
140,4004353141911,Melatonin 5mg 30tabs,122.81,187,30,603,31.01,1
140,5605984913268,Magazine File Box,64.16,447,43,537,83.24,1
141,6906927434666,Sesame Seeds 100g,386.54,183,-13,383,47.78,0
141,4006576929376,Car Charger Dual,443.19,620,3,625,99.20,0
141,3008190083633,Pie Dish 23cm,644.52,205,-9,657,31.20,1
142,4006132964537,Playing Cards Premium,359.32,140,6,300,46.67,1
142,4009335010599,Turmeric Latte Mix 100g,209.31,373,-4,388,96.13,1
142,4003886903928,Biotin Shampoo 200ml,497.62,248,-49,357,69.47,1
142,8906989222049,Clothes Hanger Plastic 10pcs,358.06,907,-48,912,99.45,1
143,5006865809876,A4 Notebook 200pg,36.70,216,-13,244,88.52,1
143,6905570184416,Stapler Desktop,361.51,205,14,447,45.86,1
143,8706245210489,Display Port Cable 1.8m,180.68,225,31,519,43.35,1
143,8709575710407,Clay Pot Earthen 1.5L,226.69,195,-26,202,96.53,1
143,8904976398036,Blazer Women M,1864.70,570,-49,617,92.38,1
144,5006297700086,Saffron 1g,242.66,717,-6,790,90.76,1
144,8908180787075,Nebulizer Mask Adult,484.69,529,15,878,60.25,0
144,5604633871645,Ponni Rice 1kg,163.52,177,21,243,72.84,1
144,6902825634894,Scented Candle Vanilla,515.76,227,23,671,33.83,1
144,5608667640123,Idli Maker 4-mould,56.68,733,40,987,74.27,0
145,8903232453946,Cookies 150g,79.90,392,20,726,53.99,1
145,8008347957409,Cologne 50ml,132.01,379,7,406,93.35,1
146,5008389733712,Cutting Board Bamboo,72.40,123,2,912,13.49,1
146,5601102742093,Nutella 350g,111.97,139,37,480,28.96,0
146,4004089884090,Hip Circle Band,519.30,405,-22,424,95.52,1
146,3005046799236,Football Shin Guards M,369.45,200,-16,284,70.42,0
147,5009539498192,Hot Chocolate Powder 200g,16.47,305,-22,820,37.20,0
147,8006999413595,Sour Apple Gummy 100g,139.48,310,45,707,43.85,1
147,3006359289223,Cargo Pants M,1086.12,215,-35,385,55.84,0
148,5008053273209,Beet Powder 50g,163.74,176,-21,299,58.86,1
148,5606966390565,Multigrain Chips 70g,200.04,243,12,304,79.93,1
148,8006747173580,Beard Oil 30ml,173.26,268,44,541,49.54,0
148,8707236210556,Network Switch 5-port,564.13,189,6,820,23.05,0
148,8906919970279,CoQ10 100mg 30caps,104.78,124,11,645,19.22,1
148,8705361741464,Ab Roller Wheel,60.13,253,-37,593,42.66,1
148,5604489062655,Sleeping Bag 0°C,373.14,384,-40,588,65.31,1
149,8003465575986,Cello Tape 24mm,129.32,264,-26,387,68.22,1
149,3002343819155,Spider Skimmer,297.00,160,-5,292,54.79,0
149,6905713851267,Gym Bench Foldable,357.31,554,6,935,59.25,0
150,5001621381269,Paper Towels 2-roll,299.48,225,31,284,79.23,1
150,8905301086901,Phone Case Silicone,1436.96,928,-26,976,95.08,0
150,4002153725522,Bhringraj Oil 100ml,386.39,256,-47,470,54.47,0
150,8008828654476,Essential Oil Lavender 10ml,265.23,563,-33,573,98.25,0
151,8902161029543,USB-A to USB-C Cable 1m,190.92,230,4,596,38.59,1
151,5607771199039,Sunflower Seeds 100g,662.92,203,37,491,41.34,0
151,6905865771291,Kashmiri Kahwa 100g,535.43,194,-21,982,19.76,0
151,3002801578846,Mineral Sunscreen 50ml,477.04,282,6,421,66.98,0
152,8902785529924,Rajma 500g,432.06,550,-8,765,71.90,0
152,8902333833152,Kids Frock 4yr,292.99,409,2,820,49.88,1
152,4007200224195,Gaming Headset 7.1,686.50,329,16,869,37.86,0
153,8908889352208,Speaker Portable,1854.22,331,27,976,33.91,1
153,5607598924647,Magazine Holder,426.63,164,-22,449,36.53,1
153,5609400263395,Watercolour Pad A4,84.18,134,-10,744,18.01,1
154,8902664596658,Glue Stick 8g,72.25,195,-2,248,78.63,0
154,3001732324676,Fox Nuts 100g,93.30,267,31,395,67.59,1
154,6901908328262,Dried Cranberry 100g,131.77,110,-49,402,27.36,0
154,8702785336498,Spiral Slicer Vegetable,559.78,727,-45,927,78.43,1
155,8905143272081,Cardamom 50g,539.17,223,-11,632,35.28,0
155,5008985749360,Cold Coffee 250ml,102.18,438,-12,805,54.41,1
155,8907532165158,Khakhra 200g,334.48,178,3,202,88.12,0
155,8907165651677,Water Bottle 750ml Sipper,44.93,230,46,994,23.14,1
155,4007119076854,Meat Thermometer Instant,684.29,583,6,798,73.06,0
156,8904849733087,Cotton Buds 100pcs,597.35,123,-19,202,60.89,1
156,4003003267193,Bottle Opener,8.20,101,-11,272,37.13,1
156,6909280715786,Eyeshadow Palette 9-shade,661.96,207,-34,608,34.05,1
157,4008895040749,Masoor Dal 500g,50.52,179,-30,242,73.97,1
157,6908886191802,Jaggery 500g,484.02,575,-17,851,67.57,0
157,4008887628597,Cheddar Cheese 100g,446.64,172,41,244,70.49,0
157,5004224574663,Mineral Water 1L,84.34,173,-2,222,77.93,0
157,5008808283712,Lotus Seeds 100g,709.14,694,31,727,95.46,0
157,3006435157668,Drawer Liner 5m Roll,655.91,264,-27,396,66.67,0
158,8702445447298,Keratin Hair Mask 150ml,631.58,284,39,627,45.30,0
158,8002965132491,Concealer 5ml,211.86,385,-4,882,43.65,1
158,5605836937893,Nail Strengthener 15ml,307.27,110,2,490,22.45,0
158,6909707660521,Gaming Mouse 7-button,699.82,568,45,683,83.16,0
158,4007576648779,Pull-Up Assist Band,412.14,617,-35,791,78.00,0
158,3005722113400,Swim Cap Silicone,319.50,245,41,848,28.89,1
159,8009187884580,Baked Ragi Chips 60g,74.92,173,-18,695,24.89,1
159,5005034378199,Banana Leaf Plate 10pcs,367.88,155,-29,270,57.41,0
161,4008258567920,Jowar 500g,338.13,343,-39,413,83.05,1
161,3007851142122,Screen Cleaning Kit,651.87,353,23,403,87.59,0
161,8909832320275,Pleated Skirt M,329.17,361,-13,369,97.83,1
161,5601795522002,Balance Board,375.85,522,28,584,89.38,1
161,6904121081112,Gymnastic Mat 4cm,795.06,545,16,596,91.44,0
162,8002612600502,Omelette Pan 20cm,471.45,517,48,849,60.90,1
162,6904787805411,Kraft Paper Roll 60cm,378.30,606,-47,850,71.29,1
163,8909514670377,Steel Bowl Medium,61.61,189,15,528,35.80,1
163,8709610349128,Mango Pickle 500g,148.74,212,14,386,54.92,0
163,8005934790180,Tea Tree Shampoo 250ml,119.53,235,-27,254,92.52,1
163,6901788443420,Dry Shampoo Spray 150ml,392.01,123,-3,278,44.24,1
163,6908535041908,Laundry Mesh Bag Small,470.03,458,-12,631,72.58,1
163,8707087290042,First Aid Kit 20-item,266.75,122,-21,840,14.52,1
163,5608352802041,Sharara Set M,460.56,478,28,885,54.01,0
164,8006204758879,Nutmeg 25g,61.59,243,-44,263,92.40,0
164,8906253390931,HDMI Cable 2m,98.74,297,-2,903,32.89,1
164,4004650356216,Handkerchief 5pack,59.05,109,-45,329,33.13,1
164,8909767317647,Knee Cap Pair,591.84,386,-27,781,49.42,0
164,8903432413047,Kashmiri Red Chilli 100g,777.63,160,-12,482,33.20,0
164,3009542201644,Moringa Powder 100g,377.27,411,4,501,82.04,1
164,4002525006761,Tamarind Candy 100g,82.03,581,40,679,85.57,0
164,8907506548307,Lollipop Assorted 10pcs,780.78,518,-34,965,53.68,0
164,8705100075546,Velvet Hanger 10pcs,563.30,553,-45,971,56.95,1
164,6902569006988,Pasta Fork,580.15,250,-48,387,64.60,1
164,6906103088645,Badminton Net Set,313.54,287,45,638,44.98,1
166,3009789023726,Bounty 57g,509.05,742,-46,882,84.13,0
166,8002517780217,Resveratrol 50mg 30caps,122.21,199,36,315,63.17,0
166,3003446219637,Throat Lozenge 20pcs,222.59,133,1,791,16.81,1
166,5607076191523,Agility Ladder 6m,618.79,146,-35,565,25.84,1
167,8907177122875,Hemp Seeds 100g,733.47,422,-12,521,81.00,0
167,3008031296147,Compass Orienteering,340.36,138,-34,344,40.12,1
168,8901128203163,Protein Bar 60g,175.43,304,7,329,92.40,1
168,8006786119051,Eye Drops 10ml,74.44,215,-6,595,36.13,0
168,4006639760212,Double-Side Tape,355.17,337,2,472,71.40,0
168,5001797057937,KitKat 41.5g,88.80,703,-23,743,94.62,1
168,8901048952950,Baby Shampoo 200ml,102.56,119,25,789,15.08,1
169,6905505410375,Lemon Pickle 300g,120.96,675,-1,732,92.21,0
169,4008557814763,Tortilla Chips 150g,38.49,289,25,489,59.10,0
169,5007643729751,Wireless Charger 15W,308.83,289,-42,302,95.70,1
169,4003172237515,Oxford Shirt M,434.89,529,6,923,57.31,1
170,8005581599426,Rubber Gloves Medium,302.31,327,10,756,43.25,0
170,6908579940472,Fountain Pen,27.44,382,-25,398,95.98,1
170,8908658740090,Leggings M,681.48,284,34,544,52.21,0
170,3009136399863,Dal Makhani Masala 50g,213.17,508,-2,833,60.98,1
170,8907769230698,Brown Rice 1kg,98.36,154,22,753,20.45,1
170,8008756229968,Hummus 200g,695.81,455,-21,969,46.96,0
170,8008492532797,BB Cream 30ml,272.89,320,-8,541,59.15,0
170,8908171375502,Capsicum Pain Patch 4pcs,165.70,193,-21,505,38.22,0
171,5003899685285,Washing Powder 1kg,475.05,664,13,738,89.97,0
171,8909003504633,SD Card 32GB,118.37,555,19,628,88.38,0
171,6909302572700,Shoe Polish Brown 50g,501.92,165,-26,367,44.96,0
172,8005580838045,Pineapple Juice 1L,142.36,171,-16,287,59.58,1
172,5602682087987,Canvas Frame A4,125.55,243,-32,435,55.86,1
172,8703638637724,Solar Power Bank 20000mAh,725.56,100,-34,213,46.95,0
172,5605694145539,Ankle Support Elastic,661.14,480,-8,492,97.56,1
173,4001039430390,Pistachios 100g,205.68,555,48,857,64.76,1
173,6905901020871,Face Wash 100ml,168.03,366,-9,383,95.56,0
173,6906753257743,Barley 500g,224.24,592,41,746,79.36,1
173,5009731189034,Shortbread Fingers 150g,81.34,519,31,926,56.05,0
173,5602196795323,Baby Wipes 80pcs,50.94,317,13,398,79.65,0
173,4002702759534,Electrolyte Sachet 10pcs,785.16,481,6,504,95.44,1
174,8008908198784,Sago 250g,440.85,784,-28,919,85.31,1
175,5601570674827,Drawing Tablet A5,3753.28,430,-26,903,47.62,1
176,8901246604354,Sparkling Water 500ml,45.05,647,43,855,75.67,0
176,4002459877376,Rat Glue Trap 2pcs,64.71,457,-31,762,59.97,0
176,4003853482630,Compass Geometry,188.36,252,29,655,38.47,0
176,5002730635069,Smart Plug 16A,461.95,317,-7,481,65.90,1
176,4003979424811,Cycling Helmet,42.06,195,-31,203,96.06,0
177,3007849860342,Mango Jam 200g,198.92,614,45,719,85.40,1
177,6906790632145,Brahmi Oil 100ml,448.60,158,-39,491,32.18,1
177,5007164856547,USB-C Hub 7-in-1,521.83,291,-20,413,70.46,0
177,8007828141542,Muffin Tray 12-hole,363.65,143,18,223,64.13,1
178,5006754730014,Raisins 100g,583.83,181,-21,359,50.42,0
178,4002693220303,Apple Cider Vinegar 500ml,429.64,136,46,832,16.35,0
178,4009017577235,Envelope A4 25pcs,89.03,409,-48,781,52.37,0
178,8704931776318,Push-Up Board,118.80,212,-47,238,89.08,0
179,6901411229087,Jaljeera Concentrate 500ml,512.90,177,38,461,38.39,1
179,8903390477952,Oat Cookies 150g,237.02,107,-1,357,29.97,1
179,3007170900793,Ring Light 10inch,741.69,183,13,631,29.00,1
179,5604917462354,Formal Shoes Size 8,470.51,149,35,228,65.35,1
180,5607681303687,Tapioca Flour 500g,204.31,138,40,387,35.66,0
180,6901519298312,Ceramic Fry Pan 22cm,1042.03,406,-29,466,87.12,1
181,6906397797070,Vermicelli 200g,494.37,192,-13,295,65.08,1
181,8908747298556,Chakli 200g,275.71,586,-16,691,84.80,0
181,8009761816730,Measuring Spoon Set 5pcs,438.26,271,19,298,90.94,1
181,4002043546015,Parboiled Rice 1kg,591.44,337,8,921,36.59,0
181,3007079143604,Whey Protein Chocolate 1kg,25.31,218,-23,676,32.25,1
181,8002103790422,After Eight Mint 200g,764.62,215,-4,230,93.48,1
181,6909654007622,Almond Cookies 150g,221.24,443,10,552,80.25,1
181,3002706202747,Copper Tumbler 300ml,193.68,300,-6,810,37.04,1
181,8006880636386,Decorative Stickers A4 Sheet,341.63,212,39,299,70.90,0
181,5606741732825,Turtleneck Sweater M,694.62,697,25,870,80.11,0
181,5603844736323,Flip Flops Size 8,261.34,523,35,882,59.30,1
182,8901752112275,Ceramic Mug 350ml,262.45,742,-28,749,99.07,0
182,8702642917990,Green Chilli Pickle 250g,166.06,143,-37,474,30.17,0
182,8004091896438,School Shorts 8yr,535.32,345,46,712,48.46,1
183,3009708763047,Slotted Spoon,247.81,461,-49,532,86.65,1
183,5604894508748,Anarkali Suit S,159.51,703,36,749,93.86,0
184,4001733903657,Staple Pins 1000pcs,505.41,343,27,442,77.60,1
184,8906832830339,Mould Remover 500ml,355.66,105,-3,230,45.65,0
185,8906509582707,Sunscreen SPF50 50ml,366.33,444,6,912,48.68,1
185,8909957525210,Antiseptic Cream 25g,421.89,295,3,942,31.32,0
185,8005679931695,Betadine Solution 30ml,286.01,326,-13,341,95.60,1
185,8009145919040,Rice Puffs 100g,243.47,766,24,806,95.04,0
185,4001881433020,Springform Cake Tin 24cm,349.92,206,-43,230,89.57,0
185,8009279283581,Laptop Backpack 15.6inch,34071.79,602,-48,857,70.25,1
186,5004072082754,Wafers 75g,519.01,220,-31,349,63.04,0
186,3003740823790,Jelly Beans Assorted 100g,67.96,155,33,408,37.99,0
186,8009469071608,Fabric Starch Spray 500ml,349.84,219,2,964,22.72,0
186,6904968291897,Baking Sheet 40cm,452.13,858,-10,937,91.57,1
186,4002222829809,Label Maker Tape 12mm,745.78,188,29,219,85.84,0
186,6905930531492,Lehenga Choli S,326.15,705,-29,817,86.29,1
187,8902658261081,Filter Coffee 200g,107.17,285,8,510,55.88,1
187,5601043314120,Menthol Patch 4pcs,102.26,190,-46,883,21.52,0
187,5002181442889,Cold Pack Reusable,471.08,353,25,928,38.04,1
188,8005025712992,Poha 500g,529.17,265,41,482,54.98,1
188,5009846168276,External SSD 500GB,1588.91,660,7,922,71.58,1
188,8005683454777,USB Flash Drive 128GB,573.61,636,-6,997,63.79,1
188,4002570661489,Energy Gel Sachet 40g,594.98,434,-40,615,70.57,1
189,8903308391271,Phone Stand Adjustable,1325.44,491,-48,927,52.97,0
189,6902672162779,Curry Leaf Powder 50g,525.56,266,-39,380,70.00,0
189,5007513431654,Vitamin C Serum 30ml,83.21,112,5,254,44.09,0
190,8003099113240,Cable Organizer,104.36,625,40,829,75.39,0
190,6909607172100,Omega-3 30caps,505.41,240,-2,284,84.51,1
191,4005455176368,Dental Floss 50m,558.51,558,44,691,80.75,0
191,8905916140005,Digital Thermometer,396.52,276,-38,658,41.95,1
191,8904237318254,Tulsi Green Tea 25bags,323.78,154,4,548,28.10,0
191,3003823258679,Aebleskiver Pan,1027.45,707,48,802,88.15,0
193,6907939920970,Herbal Shampoo 200ml,368.02,364,-32,406,89.66,0
193,4001211641880,Fabric Softener 500ml,54.70,104,-33,898,11.58,0
193,8009296558075,Kurta M,373.78,680,29,954,71.28,1
193,8907715554595,Poppy Seeds 50g,567.84,638,1,767,83.18,0
194,6901095686930,Dried Hibiscus 25g,344.38,318,6,463,68.68,1
194,5001116239457,Lemongrass Tea 25bags,789.69,301,39,908,33.15,0
194,6909766825824,Whey Protein Vanilla 1kg,672.76,441,-37,760,58.03,0
194,4008680887528,Lip Liner Pencil,34.11,520,-40,639,81.38,1
